sjálfselskur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
sjálfumglaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
skíthræddur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
skitinn	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
skítsama	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
skítstressaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
skoðanaglaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
spéhræddur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
stelsjúkur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
steríótýpískur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
stórmóðgaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
svívirtur	lo	l			Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
syfjaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
taggaður	lo	l	e	 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
taumlaus	lo	l			Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
tíkarlegur	lo	l			Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
treggáfaður	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
treglegur	lo	l			Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
vænisjúkur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
valdasjúkur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
viðbjóðslegur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
viðræðuhæfur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
viðurstyggilegur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
yfirlætisfullur	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
þröngsýnn	lo	l		 	Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
þurrkuntulegur	lo	l	v		Lýsingarorð yfir fólk, sem hefur neikvæða merkingu og gæti talist óviðeigandi. Lýsir neikvæðum atriðum í fari fólks (ekki útliti)					
